gas lasers
excimer
excimers
pulse durations
ultrafast phenomena
peak power
two photon processes
microwave photonics
electromagnetic %28em%29
spur gears
consensus problems
takagi-sugeno
takagi-sugeno models
formation control
networked control systems %28ncss%29
sampling period
sampled-data
guaranteed cost
networked controls
networked control
network-induced delay
packet dropout
fault tolerant control
actuator failures
fault-tolerant control
stochastic stability
markovian jump systems
robust h
interval time-varying delays
interval time-varying delay
delay-dependent
free-weighting matrices
delay-dependent stability
lyapunov methods
differential cryptanalysis
hyperchaos
lyapunov exponent
lyapunov method
correlation dimensions
correlation dimension
global exponential stability
lyapunov theory
lyapunov theories
guaranteed cost control
stochastic neural network
stochastic neural networks
networked control systems
management science
business rules
business intelligence
service management
natural language processing systems
text processing
word processing
electronic document
word sense disambiguation
text mining
biomedical literature
document clustering
opinion mining
product reviews
product feature
sentiment classification
text summarization
term frequency
text classification
text categorization
text detection
text region
text lines
text entry
virtual keyboards
virtual keyboard
sentiment analysis
computer aided language translation
translation models
translation quality
statistical machine translation
parallel corpora
target language
word segmentation
string matching
information extraction
speech transmission
word error rate
large vocabulary continuous speech recognition
machine translation systems
machine translations
computational grammars
grammatical inferences
grammatical inference
graph grammar
graph grammars
natural language processing
unified medical language system
unified medical language systems
abstracting and indexing
part of speech
pos tagging
part-of-speech tagging
natural languages
natural language interfaces
natural language interface
natural language
named entity recognition
named entities
question answering
question answering systems
maximum entropy models
maximum entropy model
nlp
cross-language information retrieval
query translation
cross language information retrieval
computing with words
computing with word %28cww%29
dialogue systems
dialogue management
spoken dialogue systems
semantic relatedness
semantic similarity measures
dependency parser
dependency parsing
translation %28languages%29
flame resistance
deterministic finite automata
hybrid automatons
deterministic automata
ca model
reachability analysis
turing machine
syntactics
abstract syntax
haskell
functional programs
meta programming
meta-programming
continuous speech recognition
pitch detection
spoken language processing
unit selection
acoustic features
emotional speech
speech corpora
discriminative training
stereophonic broadcasting
speaker adaptation
noisy speech
language modeling
language models
modeling languages
modeling language
reversible logic
finite automata
sequential machines
conformance testing
deep packet inspection
finite state machines
contour followers
finite state machine
sequential circuits
test generations
model based testing
model-based testing
test vectors
fault coverage
fault coverages
benchmark circuit
regular expressions
regular expression
context free languages
context-free languages
query logs
query expansion
javascript
html5
high level languages
functional languages
prolog %28programming language%29
program interpreters
abstract interpretations
abstract interpretation
handwriting recognition
handwritten texts
hand-written characters
hand written character recognition
non-monotonic reasoning
default reasoning
default logic
nonmonotonic reasoning
equivalence classes
equivalence relations
latent variable
latent variables
equivalence class
conditional random fields %28crfs%29
conditional random field
semantic features
semantic descriptions
semantic service
semantic gap
semantic concept
ontology matching
ontology alignment
web 2.0
folksonomy
collaborative tagging
tag recommendations
social tagging
folksonomies
wiki
social web
social webs
user-generated content
user generated content
linked data
multi-view
multiview video
multiview video coding
multi-view video
3d video
3-d videos
auto-stereoscopic display
autostereoscopic display
3-d displays
stereoscopic display
stereoscopic displays
3d display
multi-views
rdf
resource description framework
resource description framework %28rdf%29
personalized service
personalized services
user profile
user profiles
knowledge base
rule base
knowledge bases
semantic web services
semantic interoperability
semantic web applications
semantic wiki
domain specific modeling
domain-specific modeling
propositional logic
formal logic
boolean algebra
boolean networks
boolean network
program verification
post-conditions
formal methods
event-b
csp
formal specification
formal specifications
formal model
formal models
safety critical systems
safety-critical systems
reactive systems
reactive system
model checking
model checker
model-driven engineering
model driven engineering
web engineering
model transformation
model driven development
platform independent model
platform-independent model
interleavings
product line
product lines
spin
symbolic execution
transition system
transition systems
run-time verification
runtime verification
temporal properties
temporal property
real time systems
real-time tasks
worst-case execution time
timing analysis
timing devices
uml profile
uml profiles
distributed scheduling
real-time rendering
real time scheduling
real-time scheduling
schedulability analysis
schedulability
real-time application
real-time applications
real-time operating systems
real time operating system
cyber-physical system
cyber-physical systems %28cps%29
hard real-time systems
hard real-time
real-time java
system architectures
system architecture
design space exploration
system level design
very long instruction word architecture
software pipelining
memory management
scada systems
supervisory control
scada
flash translation layer
audio systems
sound reproduction
audio stream
affine projection algorithms
audio coding
teleconferencing
dynamic voltage and frequency scaling
multiprocessor
multiprocessors
multi processor systems
multiprocessor system
real-time systems
formal verification
theorem provers
isabelle
higher order logic
higher-order logic
concurrent programs
data races
concurrent software
operational semantics
denotational semantics
test case generation
java program
graph transformation
temporal logic
temporal logics
cache coherence protocols
device driver
device drivers
execution trace
execution traces
model-checking
software product line
feature modeling
software product line engineering
software product line engineerings
feature models
variability modeling
variability model
feature-oriented programming
feature-oriented
software product lines
aspect-oriented programming %28aop%29
crosscutting concern
aspect oriented software development
aspect-oriented software development
refactorings
code clone
refactoring
aspect-j
aspect-oriented programming
formal method
linear logic
first order logic
first-order logic
software verification
program analysis
program slicing
functional programming
type systems
type inferences
type inference
type system
formal concept analysis
concept lattices
formal concepts
concept lattice
logic programs
answer set
stable model
stable model semantics
argumentation
argumentation frameworks
abstract argumentation
inductive logic programming
inductive logic programming %28ilp%29
cognitive systems
spectrum sensing
probability of detection
cyclostationary
cyclostationarity
opportunistic spectrum access
spectrum access
energy detection
non-coherent
cooperative spectrum sensing
co-operative spectrum sensing
energy detectors
primary systems
fokker-planck equation
fokker planck equation
fusion center
random matrix theory
dynamic spectrum access
analog differential analyzers
dynamic spectrum accesses %28dsa%29
man machine systems
c-systems
human operator
teleoperation systems
bilateral teleoperation
bilateral control
human robot interaction
social robots
emotional expressions
emotional expression
human-robot interaction
human machine interaction
human-machine interaction
human-machine interfaces
human machine interface
intelligent robots
anthropomorphic robots
biped robot
programmable robots
bipedal walking
bipedal robot
biped robots
biped locomotion
quadruped robots
quadruped robot
demonstrations
human hands
human motions
motion data
human motion
unknown environments
laser range finders
laser range finder
service robots
service robot
humanoid robotics
humanoid robots
wall climbing robot
mobile manipulator
mobile manipulators
microrobot
micro robots
water craft
underwater structures
underwater ballistics
underwater environments
underwater robots
underwater robot
robot programming
configuration space
robot path-planning
robot path planning
multipurpose robots
multiple robot
multiple robots
multirobots
multi-robot
swarm robotics
multi-robot systems
robotic assembly
multiple mobile robot
multiple mobile robots
potential field
artificial potential fields
artificial potential field
potential fields
redundant manipulators
redundant robot
redundant manipulator
path planning problems
path planning method
robot applications
modular robots
self reconfiguration
flexible manipulators
robot manipulators
robot manipulator
robotic manipulators
robotic manipulator
flexible manipulator
impedance control
motion control
position control
force control
force feedback
torque control
rotor fluxes
direct torque control
torque ripples
torque ripple
universal joints
servomechanisms
servomotors
sliding mode control %28smc%29
finite time
terminal sliding mode
second order sliding modes
sliding mode observers
sliding mode observer
variable structures
variable structure
integral sliding mode control
integral sliding mode
adaptive sliding mode control
adaptive sliding mode controller
underactuated systems
under-actuated systems
sliding modes
sliding mode
sliding-mode control
sliding surface
backstepping control
variable structure control
unscented kalman filter
linear motors
linear motor
end effectors
tactile sensing
tactile sensor
speed control
speed regulators
control nonlinearities
dinger equation
path planning
path-planning
robot arms
robot arm
robotic arm
two term control systems
electric control equipment
fuzzy pid controller
electric frequency control
load-frequency control
press load control
load frequency control
pid parameters
fractional order
fractional-order systems
fractional differential equations
fractional differential equation
fuzzy pid
pi controller
disturbance rejection
reception quality
pid
pid controllers
iterative learning control
iterative learning control %28ilc%29
varactors
tuning ranges
tuning range
variable frequency oscillators
circuit oscillations
low phase noise
vco
smith predictors
smith predictor
proportional control systems
feedforward control
nonholonomic systems
nonholonomic system
submersibles
robot learning
collision avoidance
obstacle avoidance
collision detection
obstacle detectors
obstacle detection
anti-collision algorithms
tag identification
dynamic environments
dynamic environment
inverse kinematics
motion editing
screw theory
parallel robots
parallel robot
parallel mechanisms
singularity analysis
singularity
parallel mechanism
parallel manipulators
parallel manipulator
jacobian matrices
jacobians
jacobian
intelligent materials
autonomous navigation
dead reckoning
pedestrian navigation
strap-down inertial navigation systems
initial alignment
range finders
range finding
ranging
telepresence
simultaneous localization and mapping
simultaneous localization and mapping %28slam%29
haptic interfaces
mice %28computer peripherals%29
vibrotactile
tactile display
tactile displays
computer keyboards
facial action coding system
facial action
haptic interactions
haptic interaction
haptic
haptics
haptic feedbacks
haptic feedback
haptic device
virtual objects
augmented reality systems
virtual prototyping
virtual prototype
haptic interface
non-holonomic mobile robots
nonholonomic mobile robots
robotic applications
robot system
robot controls
visual odometry
acoustic generators
sound source localization
smart grid
smart grids
acoustic wave scattering
autonomous vehicles
autonomous vehicle
acoustic sources
acoustic source localization
acoustic arrays
multi-beam
multibeam antennas
generalized sidelobe cancellers
generalized sidelobe canceller
microphone array
tele-operation
telerobotics
tele-robotics
autonomous underwater vehicle %28auv%29
underwater equipment
underwater sensor networks
autonomous underwater vehicle
virtual agent
virtual agents
situation awareness
cognitive architectures
cognitive architecture
fuzzy cognitive map
fuzzy cognitive maps
cognitive process
cognitive processes
cognitive modeling
cognitive network
cognitive networks
cognitive radio
cognitive radio networks %28crns%29
interference constraints
interference power
dynamic spectrum allocations
dynamic spectrum allocation
cooperative relay
decode-and-forward
decode-and-forward %28df%29
channel access
ieee 802.11 standards
ieee 802.11 dcf
ieee 802.11 mac
back-off
backoff algorithms
backoff algorithm
doherty power amplifier
doherty
handoff latency
distributed coordination function %28dcf%29
distributed coordination functions
hidden terminal problems
hidden terminal
ieee 802.11s
channel utilization
cognitive radio network %28crn%29
transmit power
radio resources
control channels
multi-channel mac protocols
control channel
channel state information
limited feedback
feedback overhead
csi feedback
mu-mimo
precoding scheme
precoders
imperfect channel state information
perfect channel state information
relay selection
two-way relay
two-way relaying
amplify-and-forward relaying
wireless relay networks
ergodic capacity
multiplexing gains
diversity-multiplexing trade-off
relay system
mimo relay
channel estimation errors
channel estimation error
multi-user mimo
multi-user mimo systems
block diagonalization
user selection
linear pre-coding
wiretap channel
secrecy capacity
information-theoretic security
information theoretic security
wire-tap channels
achievable rate
amplify-and-forward
half-duplex
full-duplex
relay channel
ieee 802.16j
two sources
co-operative systems
amplify-and-forward %28af%29
precoding
zero-forcing beam-forming
zero-forcing beamforming
zero forcing
sum-rate
gaussian interference channels
sum rate
interference alignment
coordinated multi point %28comp%29
coordinated multi points
antenna selection
spatial multiplexing
broadcast channels
capacity regions
super-position coding
superposition coding
broadcast channel
interference channels
interference channel
multicell
cell edges
inter-cell interference coordination
interference co-ordination
multi-cell
mimo channel
multi-antenna
channel state information %28csi%29
stackelberg games
whole sale prices
stackelberg game
cooperative communication
symbol error rate %28ser%29
co-operative diversity
radio systems
vertical handovers
media independent handover
vertical handover
wireless networks
stochastic geometry
transmission capacities
transmission capacity
mobility management
location management
location update
proxy mobile ipv6
handover latency
network mobility
vertical handoff
mobile ipv6
fast handovers
fast handover
handover delay
mobile ip
mipv6
hmipv6
transmission power
time slots
carrier sense multiple access
csma%2Fca
contention window
ieee 802.15.4 standards
access network
optical access networks
optical network units
optical access network
wdm-pon
dynamic bandwidth allocation
epon
10 gb%2F s
passive optical network
wi-fi
access points
vehicular networks
access point
wifi
mobile service
mobile services
heterogeneous wireless network
heterogeneous network environments
femto-cells
femtocells
interference management
heterogeneous wireless networks
mobile environments
mobile environment
transmission ranges
transmission range
multihop wireless networks
multihop networks
multihop wireless network
delay-tolerant network
dtn
message delivery
delivery ratio
mobility pattern
opportunistic networks
opportunistic network
delay-tolerant networks
mac layer
opportunistic routing
multiple access
sc-fdma
channel conditions
rate adaptation
relay stations
dropping probability
ieee802.11e
enhanced distributed channel access
ieee 802.11e
utility maximizations
utility maximization
call admission control
call admission control %28cac%29
transport layers
transport layer
wimax systems
subscriber stations
ieee 802.16 standards
wimax networks
link layers
link layer
wireless link
frequency re-use
ieee 802.16
broadband wireless accesss
broadband wireless access
ieee802.16
packet loss rates
packet loss rate
sctp
3g
3g networks
ad hoc on demand distance vector
aodv protocols
aodv routing protocol
olsr
optimized link state routing
high mobility
mobility model
mobility models
packet delivery ratio
packet delivery
dsr
dynamic source routing
location services
location service
mobile ad hoc networks %28manets%29
mobile ad hoc networks %28manet%29
selfish node
selfish nodes
route discovery
trust management
trust evaluation
cloud services
cloud service
geographic routing
aodv
ad hoc routing protocol
mobile ad-hoc networks
qos routing
source nodes
destination nodes
topology control
blocking probability
routing and wavelength assignment
lightpaths
lightpath
routing and wavelength assignment %28rwa%29
optical burst switching
obs networks
optical buffer
optical packet switching
optical burst switching %28obs%29
call blocking probabilities
call blocking probability
wavelength assignment
traffic grooming
survivability
p-cycles
wavelength converter
wavelength converters
control planes
control plane
non-cooperative
mobile antennas
distributed antenna system
distributed antenna systems
planar inverted-f antenna
directive antennas
omnidirectional antennas
antenna grounds
low profile
axial ratio
uwb applications
dual-band
insulating materials
location information
location privacy
group members
sms
utility function
end to end delay
end-to-end delay
mobile nodes
mobile node
handover
hand over
bandwidth allocation
bandwidth allocations
mobile terminal
mobile terminals
mobile sensor networks
mobile sensor network
mobile networks
mobile network
ims
ip multimedia subsystem %28ims%29
ip multimedia subsystems
iptv services
sip
session initiation protocol %28sip%29
session initiation protocols
next generation network
ultra wideband
ultra-wideband communications
mb-ofdm
multi-band orthogonal frequency division multiplex
uwb pulse
uwb radars
uwb channel
narrow band interference
uwb antenna
uwb antennas
ultra wide band systems
monopole antennas
monopole antenna
impulse radio %28ir%29
ieee 802.15.4a
impulse radios
uwb communication system
uwb system
uwb signals
microstripes
microstrip filters
microstrip lines
microstrip
wireless body area network
on-body
wireless body area networks
multi-user interference
multiuser interference
coplanar waveguides
coplanar waveguide
impedance bandwidth
ultra-wideband %28uwb%29
turbo-coded
tanner graphs
interleavers
interleaver
exit-charts
exit chart
bit interleaved coded modulation
bit-interleaved coded modulation %28bicm%29
turbo equalization
turbo equalizations
concatenated codes
mc-cdma systems
quasi-cyclic
iterative receivers
iterative receiver
turbo codes
wide area
contention-based
tcp performance
network virtualization
substrate networks
virtual node
multimedia streaming
wireless mesh
multi-radio
td-scdma
frequency hopping
wireless
system level simulation
4g mobile communication systems
carrier aggregations
anycast
cellular system
cellular arrays
cellular systems
secure group communications
secure group communication
satellite network
satellite networks
application layer
channel assignment
channel assignments
network congestions
network congestion
short message service %28sms%29
underwater acoustic networks
optimal power
multiuser diversity
multi-user diversity
mesh network
round-trip time
round trip time
radio channels
radio channel
mean opinion scores
mean opinion score
streaming videos
streaming video
channel model
channel models
underwater acoustic channels
underwater acoustic communications
adaptive modulation and coding
gaussian channels
gaussian channel
optical wireless
wireless network
malicious nodes
adaptive routing
multicomputers
routing metrics
routing metric
vehicular ad hoc networks
vehicle to vehicle communications
vehicle to vehicles
vanet
variable speed transmissions
vehicular adhoc networks %28vanets%29
broadcast
directional antenna
sensor networks
hybrid sensors
wsn
key management
key distribution
key establishments
key establishment
key pre-distribution
group key
group key agreement
group key agreement protocols
secure multicasts
secure multicast
session key
authenticated key exchange
impersonation attack
ieee 802.15.4
wireless personal area networks
residual energy
node localization
node failure
energy aware
energy-aware
wireless sensor node
wireless sensor nodes
zigbee
zig-bee
mobile sinks
mobile sink
save energy
saving energy
microsensors
design theory and methodology
mobile wireless sensor network
mobile wireless sensor networks
energy-constrained
energy constraint
network lifetime
manet
energy policy
energy market
energy markets
time synchronization
mechanical clocks
sleep mode
multihop
multi-hop
data aggregation
data gathering
self organizing
self-organizing
cluster-based
cluster-heads
ambient assisted living
distributed source coding
slepian-wolf
slepian-wolf coding
spatial correlations
temporal correlations
spatial correlation
physical layer
sensor network
multicast routing
routing table
unstructured p2p
unstructured peer-to-peer
mac
wireless sensor network %28wsns%29
clock synchronization
ad hoc networks
wireless sensor networks %28wsns%29
media access control
media access control %28mac%29
dijkstra algorithms
dijkstra algorithm
routing scheme
routing path
communication protocols
communication protocol
internet of thing %28iot%29
machine to machines
machine-to-machine %28m2m%29
internet of things %28iot%29
medium access control protocols
time division multiple access
intersymbol interference
intersymbol interference %28isi%29
frequency division multiple access
time division multiple access %28tdma%29
slotted aloha
dereverberation
wireless mesh networks %28wmns%29
mesh networking
mesh topologies
mesh topology
wireless mesh networks %28wmn%29
low power consumption
low-power consumption
multi-path routing
disjoint paths
backup path
bandwidth estimation
location based
location-based
software radio
sdr
filter banks
biorthogonal
filter bank
spectrum allocation
fusion rule
outages
outage
multi-carrier
single carrier
frequency domain equalization
frequency-domain equalization
single-carrier
multicarrier
generalized likelihood ratio test %28glrt%29
adaptive detection
generalized likelihood-ratio tests
soft computing
neuro-fuzzy
neuro-fuzzy systems
logic programming
programming theory
distributed video coding
mode decision
fast mode decision
intra prediction
intra prediction modes
bit stream
bitstreams
gaussian sources
video coding
hevc
encoding time
quantization parameters
scalable video
deblocking filters
deblocking filter
wyner-ziv
coding efficiency
spatial scalability
macro block
error resilience
error concealment
multiple description coding
multiple description coding %28mdc%29
scalable video coding
base layers
scalable video coding %28svc%29
rate distortion optimization
dc coefficient
ac coefficients
transcoding
video-transcoding
video transcoding
video codecs
video codec
video encoder
video encodings
h.264
bit allocation
bit rates
clutches
dct coefficients
cosine transforms
image authentication
semi-fragile watermarking
fragile watermarking
fragile watermark
electric fault location
jpeg compression
image forensics
host images
electric distortion
rate distortion
lossless
secret images
secret image sharing
pixel expansion
visual secret sharing
reversible data hiding
reversible watermarking
compression ratio
compression algorithms
lossy compressions
lossy compression
compression ratios
mimo detection
coding gains
coding gain
constraint programming
inference engines
distributed parameter networks
intelligent networks
dynamic bayesian network
dynamic bayesian networks
bayesian network structure
learning bayesian networks
structure learning
distribution of goods
distribution network
distribution networks
distributed control system
distributed control systems
mpi
openmp
collective communications
collective communication
infiniband
scientific applications
grid infrastructures
grid middleware
transactional memory
message passing interface
message passing interface %28mpi%29
parallel application
filesystem
distributed file systems
distributed file system
parallel file system
parallel file systems
file systems
shared cache
memory hierarchy
data-intensive application
data-intensive applications
bayesian inference
posterior distributions
gibbs sampler
gibbs samplers
approximate inference
variational inference
non-parametric bayesian
fuzzy inference system %28fis%29
type-2 fuzzy logic
type-2 fuzzy logic system
fuzzy inference systems
adaptive neuro-fuzzy inference system
adaptive neuro-fuzzy inference system %28anfis%29
fuzzy logic system
fuzzy logic systems
belief propagation
stereo matching algorithm
factor graphs
factor graph
graphical model
graphical models
estimation of distribution algorithms
estimation of distribution algorithm
probabilistic models
probabilistic model
intuitionistic fuzzy number
fuzzy association rule
fuzzy association rules
fuzzy random variable
fuzzy random variables
fuzzy classification
fuzzy classifiers
attribute weight
fuzzy neural network %28fnn%29
fuzzy neural networks
medical computing
hospital data processing
records management
personal health record
personal health records
system theory
grey relational analysis
grey systems
grey system
grey model
decision support system
decision support systems%2C clinical
data warehouses
warehouses
distribution centers
etl
materialized view
materialized views
data cube
data cubes
on-line analytical processing
online analytical processing
data warehouse
decision support systems
administrative data processing
enterprise resource management
process mining
process modeling
enterprise resource planning systems
business process management
agile
business process modeling
business process models
financial data processing
portfolio optimization
portfolio selection
portfolio managements
portfolio management
stock market
stock price
stock exchange
technical analysis
financial market
financial markets
olap
supervisory personnel
knowledge discovery in database
knowledge discovery in databases
decision support system %28dss%29
bayesian networks
bayesian classifier
bayesian classifiers
bayesian estimations
bayesian estimation
bayesian approaches
bayesian frameworks
bayesian framework
bayesian models
markov chain monte carlo
markov chain monte carlo %28mcmc%29
conditional probabilities
conditional probability
student modeling
student models
particle filtering
variational methods
variational method
bayesian network
machine learning
back propagation neural networks
reinforcement learning
q-learning
action spaces
multi-agent learning
multiagent learning
function approximation
policy iteration
approximate dynamic programming
partially observable markov decision process
partially observable markov decision processes
value functions
value function
temporal difference learning
markov decision process %28mdp%29
optimal policies
optimal policy
markov decision processes
reinforcement learning %28rl%29
genetic algorithms
genetic programming
dna-computing
dna computing
evolutionary computation
evolutionary computations
genetic programming %28gp%29
evolutionary algorithms
multi objective optimizations %28moo%29
multi-objective optimization problem
nondominated solutions
multi-objective problem
pareto front
multi objective particle swarm optimization
pareto principle
nsga-ii
evolutionary multiobjective optimization
evolutionary multi-objective optimization
pareto frontiers
pareto optimal solutions
pareto-optimal solutions
pareto-optimality
pareto optimality
pareto distribution
pareto distributions
multi objective evolutionary algorithms
multiobjective programming
multi-objective programming
particle swarm optimizers
particle swarm optimizer
multi-objective genetic algorithm
multi-objective genetic algorithms
multi-objective optimisation
multiobjective optimisation
flexible job-shop scheduling problem
total completion time
deteriorating jobs
memetic algorithms
memetic algorithm
evolutionary optimizations
evolutionary optimization
artificial bee colonies
artificial bee colony algorithms %28abc%29
artificial bee colony algorithms
artificial bee colony
evolution strategies
evolution strategy
knapsack problem
knapsack problems
multiobjective optimization
premature convergence
self-adaptive
self-adaptive system
crossover operator
crossover operators
numerical optimizations
numerical optimization
mutation operator
hybrid algorithms
hybrid algorithm
evolutionary strategies
differential evolution
mutation operations
differential evolution algorithms
combinatorial optimization
multidisciplinary design optimization
integrality gaps
quadratic assignment problems
quadratic assignment problem
assignment problems
assignment problem
valid inequality
valid inequalities
grasp
combinatorial mathematics
combinatorial auctions
combinatorial problem
combinatorial problems
combinatorial algorithm
combinatorial algorithms
combinatorial circuits
computer aided logic design
tabu search
tabu search algorithms
tabu search algorithm
vehicle routing
pickups
sequence-dependent setup time
ant colony optimization
vehicle routing problem
submodular
bin packing
combinatorial optimization problems
swarm intelligence
fitness functions
fitness function
particle swarm algorithm
improved particle swarm optimization
improved particle swarm optimization algorithms
pso algorithms
penalty function
penalty functions
constrained optimi-zation problems
constrained optimization problems
evolutionary algorithm
simulated annealing
annealing
annealing temperatures
ion implantation
thermal-annealing
thermal annealing
simulated annealing algorithms
simulated annealing algorithm
gate dielectrics
organic thin film transistors
simulated annealing %28sa%29
biomedical signal
biomedical signals
hybrid genetic algorithms
hybrid genetic algorithm
adaptive genetic algorithms
adaptive genetic algorithm
global optimal solutions
local optimal solution
simple genetic algorithm
improved genetic algorithms
heuristic programming
single machine scheduling problems
total weighted completion time
genetic algorithm
cellular manufacturing
cell formation
particle swarm
hybrid particle swarm optimization
hybrid particle swarm optimization algorithm
discrete particle swarm optimization
discrete particle swarm optimization algorithm
sidelobe levels
particle swarm optimizations
shape functions
describing functions
descriptor systems
grid scheduling
traffic networks
genetic algorithm %28ga%29
adaptive systems
adaptive hypermedia
complex adaptive systems
complex adaptive system
least squares approximations
least squares support vector machines
least mean square algorithms
lms
variable step size
variable step-size
least mean squares
recursive least squares
rls algorithms
recursive least square %28rls%29
echo suppression
acoustic echo cancellation
adaptive filters
step size
active noise control
acoustic variables control
notch filters
notch filter
adaptive filter
equalization
radar clutter
radar receivers
sea clutters
sea clutter
constant false alarm rate
constant false alarm rate %28cfar%29
least square support vector machines
least square support vector machine
hypermedia
adaptive optics systems
laser guide star
extremely large telescopes
electric appliances
wavefront sensing
wave-front sensing
shack-hartmann wavefront sensors
large binocular telescope
sub-apertures
subaperture
wave front sensors
autonomic computing
adaptive system
gears
gear teeth
bevel gears
gear manufacture
backpropagation algorithms
bp algorithm
hidden layers
output layer
input layers
backpropagation algorithm
back propagation algorithm
bp neural network model
bp networks
bp network
training algorithms
training algorithm
artificial neural network models
artificial neural network %28ann%29
back-propagation
intelligent systems
intelligent computing
affective computing
affective state
palmprint recognition
palmprints
advanced traveler information systems
international telecommunications
pedestrian detection
histogram of oriented gradients %28hog%29
histogram of oriented gradients
lane detection
longitudinal control
map matching
traffic engineering
multi protocol label switching
path computation
traffic matrices
traffic matrix
bgp
inter-domain routing
ospf
open shortest path first
congestion window
ambient intelligence
smart environment
smart environments
intelligent environment
intelligent environments
multiagent system
multi agent system
nonlinear control systems
closed loop control systems
closed loop systems
closed-loop control
closed loop control
backstepping
dynamic surface control
adaptive backstepping
adaptive backstepping control
output-tracking
output tracking
uncertain nonlinear systems
output feedback controls
output feedback control
output feedback
discrete time control systems
digital control systems
digital control
discrete time systems
discrete-time systems
sampled data systems
filtering problems
riccati equations
riccati equation
discrete event systems
discrete time
continuous times
discrete-time
switched linear system
switched linear systems
t-s fuzzy models
t-s fuzzy model
distributed delays
distributed delay
lyapunov-krasovskii functional
takagi sugeno fuzzy systems
takagi-sugeno fuzzy systems
switched system
switched systems
time varying control systems
time varying networks
complex dynamical networks
time-varying channel
time variations
time-varying channels
equilibrium point
uniform linear arrays
uniform linear array
linear time invariant systems
linear time-invariant system
time-varying delay
time-varying delays
time varying parameter
time-varying parameters
observability
unknown inputs
non-linear observer
nonlinear observer
phasor measurement units
multivariable control systems
nonlinear feedback
takagi-sugeno fuzzy model
takagi-sugeno fuzzy models
non-linear control
nonlinear control
fuzzy logic control
fuzzy logic controllers
control system analysis
control system stability
lyapunov stability
active control
pneumatic control equipment
pneumatic control
magneto-rheological dampers
actuator fault
actuator faults
linear control systems
continuous time systems
continuous-time systems
asymptotic stability
global stability
associative processing
associative storage
pulse amplitude modulation
pneumatic drives
tcam
ternary content addressable memories
associative classification
apriori algorithms
apriori algorithm
apriori
fp tree
fp-tree
frequent closed itemsets
frequent itemset mining
item sets
frequent itemsets
pattern classification
electricity prices
electricity-consumption
electricity consumption
electric industry
deep learning
nonlinear function
recurrent neural network %28rnn%29
echo state networks
echo state network
recurrent neural networks
self-organizing map %28som%29
unsupervised learning
self-organizing maps
radial basis function
attitude control
rbf networks
rbf network
gaussian functions
gaussian function
radial basis functions
radial basis function%28rbf%29
rbfnn
optical character recognition
document images
historical documents
document-processing
document processing
document image
skew detection
license plate location
license plate recognition systems
document analysis
optical character recognition %28ocr%29
learning vector quantization
learning vector quantization %28lvq%29
handwritten digit recognition
handwritten digit
pulse coupled neural network
pcnn
forecasting accuracy
forecasting models
fault identifications
fault identification
complex networks
community detection
real-world networks
scale-free
preferential attachments
clustering coefficient
betweenness
betweenness centrality
complex network
knowledge based systems
knowledge representation
ontology mapping
knowledge acquisition
knowledge discovery
communities of practice
knowledge management system
knowledge management systems
mergers and acquisitions
gnss receivers
gnss signals
software receivers
information acquisitions
information acquisition
signal acquisitions
signal acquisition
knowledge-sharing
knowledge sharing
knowledge engineering
content management system
content management systems
software development
open source software development
mining software repositories
software repositories
open source software projects
agile methods
agile development
